id,question,predicted,ground_truth,answer_correct,f1,evidence_retrieved,mu,chi_nli,chi_lexical,chi_entity,chi_combined,rho,coherence,flagged,expected_coherent,explanation
case_00505,What is the roman empire at its peak?,for homosexuality and chemically,the fall,0,0.0,1,0.0476,0.0,1.0,0.0,1.0,0.0476,contradicted,1,1,"Answer ""for homosexuality and chemically"" contradicts the evidence. The answer contains words (homosexuality, chemically) that do not appear in the evidence at all. Evidence says: ""the roman empire at its peak stretched from britain to mesopotamia. it lasted roughly 500 years from 27 BCE to 476 CE. they contibuted law engineering and the latin alphabet to western civilization. the fall was caused by a combination of economic decline military overspending and political corruption."""
case_00506,What is brazil is the largest country in?,unknown,unknown,1,1.0,1,0.0496,0.0,1.0,0.0,1.0,0.0496,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is brazil is the largest country in?"""
case_00507,What is cryptography is the practice of secure?,communication without sharing a secret,communication without sharing a secret,1,1.0,1,0.0459,0.0,1.0,0.0,1.0,0.0459,contradicted,1,0,"Answer ""communication without sharing a secret"" contradicts the evidence. The answer contains words (communication, without, sharing, secret) that do not appear in the evidence at all. Evidence says: ""What is cryptography is the practice of secure?"""
case_00508,What is the moon is earths only natural?,is slowly,is slowly,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0483,coherent,0,1,"Answer ""is slowly"" is consistent with the evidence."
case_00509,What is gradient descent is the workhorse optimization?,optimization algorithm,optimization algorithm,1,1.0,1,0.0985,0.0,0.5,0.0,0.5,0.0493,contradicted,1,0,"Answer ""optimization algorithm"" contradicts the evidence. The answer contains words (algorithm) that do not appear in the evidence at all. Evidence says: ""What is gradient descent is the workhorse optimization?"""
case_00510,What is blockchain is a distributed ledger technology?,unknown,unknown,1,1.0,1,0.0434,0.0,1.0,0.0,1.0,0.0434,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is blockchain is a distributed ledger technology?"""
case_00511,What is cooking is both an art and?,art and a science the,art and a science the,1,1.0,1,0.1035,0.0,0.5,0.0,0.5,0.0518,weak,0,0,"Answer ""art and a science the"" contradicts the evidence. The answer contains words (science) that do not appear in the evidence at all. Evidence says: ""What is cooking is both an art and?"""
case_00512,What is adults need 7-9 hours of sleep?,1953 based on xray,1953 based on xray,1,1.0,1,0.0471,0.0,1.0,0.0,1.0,0.0471,contradicted,1,0,"Answer ""1953 based on xray"" contradicts the evidence. The answer contains words (based, xray) that do not appear in the evidence at all. Evidence says: ""adults need 7-9 hours of sleep per night for optimal health. sleep is when the brain clears waste products and consolidates memories. chronic sleep deprivation is linked to obesity heart disease and depression. screens before bed suppress melatonin production. idont get nearly enough sleep these days."""
case_00513,What is the industrial revolution started in britain?,the theory,started in britain around,0,0.0,1,0.0532,0.0,1.0,0.0,1.0,0.0532,contradicted,1,1,"Answer ""the theory"" contradicts the evidence. The answer contains words (theory) that do not appear in the evidence at all. Evidence says: ""the industrial revolution started in britain around 1760. steam power mechanized textile production and railways transformed transportation. people moved from farms to cities in massive numbers. working conditions were terrible at first with child labor and 16hour workdays common."""
case_00514,What is the earths average temperature has risen?,has risen about,has risen about,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0456,coherent,0,1,"Answer ""has risen about"" is consistent with the evidence."
case_00515,What is evolution by natural selection was proposed?,diverge adaM,diverge adaM,1,1.0,1,0.0489,0.0,1.0,0.0,1.0,0.0489,contradicted,1,0,"Answer ""diverge adaM"" contradicts the evidence. The answer contains words (diverge, adam) that do not appear in the evidence at all. Evidence says: ""evolution by natural selection was proposed by charles darwin in on the origin of species 1859. individuals with advantageous traits survive and reproduce more. over millions of years this drives adaptation and speciation. its often mischaracterized as survival of the fittest"""
case_00516,What is marie curie was a physicist and?,his famous equation,his famous equation,1,1.0,1,0.0508,0.0,1.0,0.0,1.0,0.0508,contradicted,1,0,"Answer ""his famous equation"" contradicts the evidence. The answer contains words (his, famous, equation) that do not appear in the evidence at all. Evidence says: ""marie curie was a physicist and chemist who pioneered research on radioactivity. she discovered polonium and radium. she won nobel prizes in both physics and chemistry the first person to do so. she died of aplastic anemia from radiation exposure. her notebooks are still radioactive."""
case_00517,What is linux is a free open source?,it involves organized sound and,source operating system kernel created,0,0.0,1,0.0639,0.0,0.75,0.0,0.75,0.048,contradicted,1,1,"Answer ""it involves organized sound and"" contradicts the evidence. The answer contains words (involves, organized, sound) that do not appear in the evidence at all. Evidence says: ""linux is a free open source operating system kernel created by linus torvalds in 1991. it powers most of the internets servers android phones and supercomputers. theres a distribution for every use case ubuntu for beginners arch for tinkerers. the command line is powerful but has a steep learning curve."""
case_00518,What is the Earths lithosphere is divided into?,workhorse optimization algorithm,centimeters per,0,0.0,1,0.0499,0.0,1.0,0.0,1.0,0.0499,contradicted,1,1,"Answer ""workhorse optimization algorithm"" contradicts the evidence. The answer contains words (workhorse, optimization, algorithm) that do not appear in the evidence at all. Evidence says: ""the Earths lithosphere is divided into tectonic plates that float on the asthenosphere. they move a few centimeters per year driven by mantle convection. earthquakes and volcanoes mostly occur at plate boundries. the theory was controversal when first proposed in the 1960s."""
case_00519,What is alan turing was a mathematician and?,ww2 which historians,ww2 which historians,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0481,coherent,0,1,"Answer ""ww2 which historians"" is consistent with the evidence."
case_00520,What is DNA has a double helix structure?,keyvalue pairs,keyvalue pairs,1,1.0,1,0.0485,0.0,1.0,0.0,1.0,0.0485,contradicted,1,0,"Answer ""keyvalue pairs"" contradicts the evidence. The answer contains words (keyvalue, pairs) that do not appear in the evidence at all. Evidence says: ""DNA has a double helix structure discovered by watson and crick in 1953 based on xray crystallography data from Rosalind Franklin. the strands are made of nucleotides A T C G. A pa"""
case_00521,What is the transformer architecture introduced in 2017?,phenomenon found in,phenomenon found in,1,1.0,1,0.0505,0.0,1.0,0.0,1.0,0.0505,contradicted,1,0,"Answer ""phenomenon found in"" contradicts the evidence. The answer contains words (phenomenon, found) that do not appear in the evidence at all. Evidence says: ""the transformer architecture introduced in 2017 by vaswani et al revolutionized NLP. its based on self-attention mechanisms that process all tokens in parallel unlike RNNs. BERT GPT and T5 all use transformers. some people argue theyre just really big matrix multiplications but hey it works."""
case_00522,What is da vinci was a renaissance polymath?,mirror script only about 15,mirror script only about 15,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0486,coherent,0,1,"Answer ""mirror script only about 15"" is consistent with the evidence."
case_00523,What is japan is an island nation in?,williams is,and cutting-edge,0,0.0,1,0.0471,0.0,1.0,0.0,1.0,0.0471,contradicted,1,1,"Answer ""williams is"" contradicts the evidence. The answer contains words (williams) that do not appear in the evidence at all. Evidence says: ""japan is an island nation in east asia with a population of 125 million. its known for its blend of ancient traditions and cutting-edge technology. tokyo is the largest metropolitan area in the world. the country experiences frequent earthquakes including the 2011 disaster that caused a nuclear meltdown at Fukushima."""
case_00524,What is databases store organized data.?,10000 years ago the,or keyvalue,0,0.0,1,0.0514,0.0,1.0,0.0,1.0,0.0514,contradicted,1,1,"Answer ""10000 years ago the"" contradicts the evidence. The answer contains words (years, ago) that do not appear in the evidence at all. Evidence says: ""databases store organized data. SQL databases use tables and relationships while NoSQL databases use various models like documents or keyvalue pairs. postgresql is open source and powerful. mongodb is popular but leads to data inconsistency. choosing the right database depends on your data model and access patterns."""
case_00525,What is ww2 lasted from 1939 to 1945?,usually a safe,usually a safe,1,1.0,1,0.0456,0.0,1.0,0.0,1.0,0.0456,contradicted,1,0,"Answer ""usually a safe"" contradicts the evidence. The answer contains words (usually, safe) that do not appear in the evidence at all. Evidence says: ""ww2 lasted from 1939 to 1945 involving most of the worlds nations. it was the deadliest conflict in human history with 70-85 million casualties. the war ended with the atomic bombings of hiroshima and nagasaki. the united nations was established afterward to prevent future wars."""
