id,question,predicted,ground_truth,answer_correct,f1,evidence_retrieved,mu_before,mu_after,chi_nli,chi_lexical,chi_entity,chi_combined,rho,coherence,flagged,expected_coherent,explanation,fix_type,fix_query,rag_improved
case_00507,What is cryptography is the practice of secure?,communication without sharing a secret,communication without sharing a secret,1,1.0,1,0.0459,1.0,0.0099,0.0,0.0,0.0099,0.0459,coherent,0,0,"Answer ""communication without sharing a secret"" is consistent with the evidence.",lexical,communication without sharing secret,1
case_00508,What is the moon is earths only natural?,is slowly,is slowly,1,1.0,1,1.0,1.0,0.0011,0.0,0.0,0.0011,0.0483,coherent,0,1,"Answer ""is slowly"" is consistent with the evidence.",none,,0
case_00509,What is gradient descent is the workhorse optimization?,optimization algorithm,optimization algorithm,1,1.0,1,0.0985,1.0,0.008,0.0,0.0,0.008,0.0493,coherent,0,0,"Answer ""optimization algorithm"" is consistent with the evidence.",lexical,optimization algorithm,1
case_00510,What is blockchain is a distributed ledger technology?,unknown,unknown,1,1.0,1,0.0434,0.0434,0.0019,1.0,0.0,1.0,0.0434,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is blockchain is a distributed ledger technology?""",lexical,unknown,0
case_00511,What is cooking is both an art and?,art and a science the,art and a science the,1,1.0,1,0.1035,0.1035,0.0066,0.5,0.0,0.5,0.0518,weak,0,0,"Answer ""art and a science the"" contradicts the evidence. The answer contains words (science) that do not appear in the evidence at all. Evidence says: ""What is cooking is both an art and?""",none,,0
case_00512,What is adults need 7-9 hours of sleep?,1953 based on xray,1953 based on xray,1,1.0,1,0.0471,1.0,0.0007,0.0,0.0,0.0007,0.0471,coherent,0,0,"Answer ""1953 based on xray"" is consistent with the evidence.",lexical,based xray,1
case_00513,What is the industrial revolution started in britain?,the theory,started in britain around,0,0.0,1,0.0532,1.0,0.0005,0.0,0.0,0.0005,0.0532,coherent,0,1,"Answer ""the theory"" is consistent with the evidence.",lexical,theory,1
case_00514,What is the earths average temperature has risen?,has risen about,has risen about,1,1.0,1,1.0,1.0,0.0002,0.0,0.0,0.0002,0.0456,coherent,0,1,"Answer ""has risen about"" is consistent with the evidence.",none,,0
case_00515,What is evolution by natural selection was proposed?,diverge adaM,diverge adaM,1,1.0,1,0.0489,1.0,0.0024,0.0,0.0,0.0024,0.0489,coherent,0,0,"Answer ""diverge adaM"" is consistent with the evidence.",lexical,diverge adam,1
case_00516,What is marie curie was a physicist and?,his famous equation,his famous equation,1,1.0,1,0.0508,1.0,0.0024,0.0,0.0,0.0024,0.0508,coherent,0,0,"Answer ""his famous equation"" is consistent with the evidence.",lexical,his famous equation,1
case_00517,What is linux is a free open source?,it involves organized sound and,source operating system kernel created,0,0.0,1,0.0639,1.0,0.0015,0.0,0.0,0.0015,0.048,coherent,0,1,"Answer ""it involves organized sound and"" is consistent with the evidence.",lexical,it involves organized sound,1
case_00518,What is the Earths lithosphere is divided into?,workhorse optimization algorithm,centimeters per,0,0.0,1,0.0499,1.0,0.0008,0.0,0.0,0.0008,0.0499,coherent,0,1,"Answer ""workhorse optimization algorithm"" is consistent with the evidence.",lexical,workhorse optimization algorithm,1
case_00519,What is alan turing was a mathematician and?,ww2 which historians,ww2 which historians,1,1.0,1,1.0,1.0,0.0006,0.0,0.0,0.0006,0.0481,coherent,0,1,"Answer ""ww2 which historians"" is consistent with the evidence.",none,,0
case_00520,What is DNA has a double helix structure?,keyvalue pairs,keyvalue pairs,1,1.0,1,0.0485,1.0,0.0031,0.0,0.0,0.0031,0.0485,coherent,0,0,"Answer ""keyvalue pairs"" is consistent with the evidence.",lexical,keyvalue pairs,1
case_00521,What is the transformer architecture introduced in 2017?,phenomenon found in,phenomenon found in,1,1.0,1,0.0505,1.0,0.0061,0.0,0.0,0.0061,0.0505,coherent,0,0,"Answer ""phenomenon found in"" is consistent with the evidence.",lexical,phenomenon found,1
case_00522,What is da vinci was a renaissance polymath?,mirror script only about 15,mirror script only about 15,1,1.0,1,1.0,1.0,0.0025,0.0,0.0,0.0025,0.0486,coherent,0,1,"Answer ""mirror script only about 15"" is consistent with the evidence.",none,,0
case_00523,What is japan is an island nation in?,williams is,and cutting-edge,0,0.0,1,0.0471,1.0,0.0006,0.0,0.0,0.0006,0.0471,coherent,0,1,"Answer ""williams is"" is consistent with the evidence.",lexical,williams,1
case_00524,What is databases store organized data.?,10000 years ago the,or keyvalue,0,0.0,1,0.0514,1.0,0.0127,0.0,0.0,0.0127,0.0514,coherent,0,1,"Answer ""10000 years ago the"" is consistent with the evidence.",lexical,years ago,1
case_00525,What is ww2 lasted from 1939 to 1945?,usually a safe,usually a safe,1,1.0,1,0.0456,1.0,0.003,0.0,0.0,0.003,0.0456,coherent,0,0,"Answer ""usually a safe"" is consistent with the evidence.",lexical,usually safe,1
case_00526,What is rl is about an agent learning?,theory of relativity his,theory of relativity his,1,1.0,1,0.0488,1.0,0.0052,0.0,0.0,0.0052,0.0488,coherent,0,0,"Answer ""theory of relativity his"" is consistent with the evidence.",lexical,theory relativity his,1
case_00527,What is python and javascript are two of?,has completely transformed,blocks javascript uses curly,0,0.0,1,0.0511,1.0,0.0046,0.0,0.0,0.0046,0.0511,coherent,0,1,"Answer ""has completely transformed"" is consistent with the evidence.",lexical,completely transformed,1
case_00528,What is gradient descent is the workhorse optimization?,the theory of relativity,the theory of relativity,1,1.0,1,0.05,1.0,0.0417,0.0,0.0,0.0417,0.05,coherent,0,0,"Answer ""the theory of relativity"" is consistent with the evidence.",lexical,theory relativity,1
case_00529,What is the Earths lithosphere is divided into?,whole life she,divided into,0,0.0,1,0.0496,0.0496,0.9412,1.0,0.0,1.0,0.0496,contradicted,1,1,"Answer ""whole life she"" contradicts the evidence. The NLI model finds that 'whole life she' semantically contradicts the evidence (NLI score: 0.94); The answer contains words (whole, life, she) that do not appear in the evidence at all. Evidence says: ""the Earths lithosphere is divided into tectonic plates that float on the asthenosphere. they move a few centimeters per year driven by mantle convection. earthq""",nli,whole life she What is the Earths lithosphere is divided into? whole life she,0
case_00530,What is music is a universal human phenomenon?,and reproduce more over millions,and reproduce more over millions,1,1.0,1,0.0507,1.0,0.0031,0.0,0.0,0.0031,0.0507,coherent,0,0,"Answer ""and reproduce more over millions"" is consistent with the evidence.",lexical,reproduce millions,1
case_00531,What is einstein was a theoretical physicist who?,as a teenager that,as a teenager that,1,1.0,1,0.0523,1.0,0.0053,0.0,0.0,0.0053,0.0523,coherent,0,0,"Answer ""as a teenager that"" is consistent with the evidence.",lexical,teenager that,1
case_00532,What is serena williams is one of the?,and clutch performances,time she won 23,0,0.0,1,0.0486,1.0,0.0039,0.0,0.0,0.0039,0.0486,coherent,0,1,"Answer ""and clutch performances"" is consistent with the evidence.",lexical,clutch performances,1
case_00533,What is the French Revolution began in 1789?,people Napoleon eventually took,people Napoleon eventually took,1,1.0,1,0.0532,1.0,0.0024,0.0,0.0,0.0024,0.0532,coherent,0,0,"Answer ""people Napoleon eventually took"" is consistent with the evidence.",entity,people napoleon eventually took napoleon,1
case_00534,What is usain bolt is the fastest human?,olympic gold medals his,olympic gold medals his,1,1.0,1,0.0495,1.0,0.0275,0.0,0.0,0.0275,0.0495,coherent,0,0,"Answer ""olympic gold medals his"" is consistent with the evidence.",lexical,olympic gold medals his,1
case_00535,What is most startups fail within the first?,preserves it,preserves it,1,1.0,1,0.0505,1.0,0.0063,0.0,0.0,0.0063,0.0505,coherent,0,0,"Answer ""preserves it"" is consistent with the evidence.",lexical,preserves it,1
case_00536,What is coffee is one of the most?,alert too much,alert too much,1,1.0,1,1.0,1.0,0.0007,0.0,0.0,0.0007,0.0465,coherent,0,1,"Answer ""alert too much"" is consistent with the evidence.",none,,0
case_00537,What is serena williams is one of the?,won 23 grand slam singles,won 23 grand slam singles,1,1.0,1,1.0,1.0,0.0001,0.0,0.0,0.0001,0.0479,coherent,0,1,"Answer ""won 23 grand slam singles"" is consistent with the evidence.",none,,0
case_00538,What is michael jordan is widely considered the?,research stations the antarctic treaty,research stations the antarctic treaty,1,1.0,1,0.0489,1.0,0.0027,0.0,0.0,0.0027,0.0489,coherent,0,0,"Answer ""research stations the antarctic treaty"" is consistent with the evidence.",lexical,research stations antarctic treaty,1
case_00539,What is the cold war was a period?,from 1947 to 1991,from 1947 to 1991,1,1.0,1,1.0,1.0,0.0005,0.0,0.0,0.0005,0.0495,coherent,0,1,"Answer ""from 1947 to 1991"" is consistent with the evidence.",none,,0
case_00540,What is cnns dominated computer vision for years?,mexican painter known for her,mexican painter known for her,1,1.0,1,0.0471,0.0471,0.829,1.0,0.0,1.0,0.0471,contradicted,1,0,"Answer ""mexican painter known for her"" contradicts the evidence. The NLI model finds that 'mexican painter known for her' semantically contradicts the evidence (NLI score: 0.83); The answer contains words (mexican, painter, known, her) that do not appear in the evidence at all. Evidence says: ""cnns dominated computer vision for years with their translation equivariance built in through convolutions. but now vision transformers are giving them a run for their money. image classification object detection segmentation are the main tasks. data augmentation is critical for generalization.""",nli,mexican painter known her What is cnns dominated computer vision for years? mexican painter known for her,0
case_00541,What is neural networks are computing systems vaguely?,fall was caused by a,fall was caused by a,1,1.0,1,0.0486,1.0,0.0015,0.0,0.0,0.0015,0.0486,coherent,0,0,"Answer ""fall was caused by a"" is consistent with the evidence.",lexical,fall caused,1
case_00542,What is DNA has a double helix structure?,T and C pairs,T and C pairs,1,1.0,1,0.0572,0.0572,0.8888,0.0,0.0,0.8888,0.0508,contradicted,1,1,"Answer ""T and C pairs"" contradicts the evidence. The NLI model finds that 'T and C pairs' semantically contradicts the evidence (NLI score: 0.89). Evidence says: ""A pairs with T and C pairs with G.""",nli,What is DNA has a double helix structure? T and C pairs,0
case_00543,What is evolution by natural selection was proposed?,chlorophyll the,on the origin of,0,0.0,1,0.0483,1.0,0.0084,0.0,0.0,0.0084,0.0483,coherent,0,1,"Answer ""chlorophyll the"" is consistent with the evidence.",lexical,chlorophyll,1
case_00544,What is cats and dogs are the two?,6H2O - C6H12O6,most popular pets in the,0,0.0,1,0.0525,0.0525,0.9214,0.0,0.0,0.9214,0.0484,contradicted,1,1,"Answer ""6H2O - C6H12O6"" contradicts the evidence. The NLI model finds that '6H2O - C6H12O6' semantically contradicts the evidence (NLI score: 0.92). Evidence says: ""cats and dogs are the two most popular pets in the world. dogs were domesticated about 15000 years ago while cats domesticated themselves about 10000 years ago. the internets favorite debate. dogs are pack animals cats are solitary. both are fine honestly depends on your lifestyle.""",nli,What is cats and dogs are the two? 6H2O - C6H12O6,0
case_00545,What is frida kahlo was a mexican painter?,was in a terrible,was in a terrible,1,1.0,1,1.0,1.0,0.0019,0.0,0.0,0.0019,0.0497,coherent,0,1,"Answer ""was in a terrible"" is consistent with the evidence.",none,,0
case_00546,What is Photosynthesis is how plants convert sunlight?,mise en place,6O2 plants are,0,0.0,1,0.051,1.0,0.0051,0.0,0.0,0.0051,0.051,coherent,0,1,"Answer ""mise en place"" is consistent with the evidence.",lexical,mise en place,1
case_00547,What is neural networks are computing systems vaguely?,android phones and,means having,0,0.0,1,0.0462,0.3723,0.128,0.0,0.0,0.128,0.0462,coherent,0,1,"Answer ""android phones and"" is consistent with the evidence.",lexical,android phones,1
case_00548,What is antarctica is the coldest driest and?,and windiest continent it contains,and windiest continent it contains,1,1.0,1,1.0,1.0,0.0017,0.0,0.0,0.0017,0.0513,coherent,0,1,"Answer ""and windiest continent it contains"" is consistent with the evidence.",none,,0
case_00549,What is pizza originated in naples italy as?,with tomatoes mozzarella,with tomatoes mozzarella,1,1.0,1,1.0,1.0,0.0009,0.0,0.0,0.0009,0.0475,coherent,0,1,"Answer ""with tomatoes mozzarella"" is consistent with the evidence.",none,,0
case_00550,What is frida kahlo was a mexican painter?,cities in massive numbers working,cities in massive numbers working,1,1.0,1,0.0541,1.0,0.0017,0.0,0.0,0.0017,0.0541,coherent,0,0,"Answer ""cities in massive numbers working"" is consistent with the evidence.",lexical,cities massive numbers working,1
case_00551,What is einstein was a theoretical physicist who?,are causing it through greenhouse,are equivalent,0,0.2857,1,0.0536,0.0536,0.9991,1.0,0.0,1.0,0.0536,contradicted,1,1,"Answer ""are causing it through greenhouse"" contradicts the evidence. The NLI model finds that 'are causing it through greenhouse' semantically contradicts the evidence (NLI score: 1.00); The answer contains words (causing, it, greenhouse) that do not appear in the evidence at all. Evidence says: ""einstein was a theoretical physicist who developed the theory of relativity. his famous equation E=mc^2 shows mass and energy are equivalent. he won the nobel prize for the photoelectric effect not relativity. he was a pacifist and jewish refugee who fled nazi germany to the US.""",nli,causing it greenhouse What is einstein was a theoretical physicist who? are causing it through greenhouse,0
case_00552,What is quantum mechanics describes nature at the?,mechanics describes,mechanics describes,1,1.0,1,1.0,1.0,0.0001,0.0,0.0,0.0001,0.0475,coherent,0,1,"Answer ""mechanics describes"" is consistent with the evidence.",none,,0
case_00553,What is adults need 7-9 hours of sleep?,heart disease and,heart disease and,1,1.0,1,0.044,0.9329,0.0503,0.0,0.0,0.0503,0.044,coherent,0,0,"Answer ""heart disease and"" is consistent with the evidence.",lexical,heart disease,1
case_00554,What is alan turing was a mathematician and?,unknown,unknown,1,1.0,1,0.0473,0.0473,0.005,1.0,0.0,1.0,0.0473,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is alan turing was a mathematician and?""",lexical,unknown,0
case_00555,What is michael jordan is widely considered the?,1990s his airness,1990s his airness,1,1.0,1,1.0,1.0,0.0004,0.0,0.0,0.0004,0.0462,coherent,0,1,"Answer ""1990s his airness"" is consistent with the evidence.",none,,0
